Index	CorrectMemoryResponse	ItemNumber	List	ItemType	Ambiguity	MemoryLoad	Condition	Region_1RT.rt	Region_2RT.rt	Region_3RT.rt	Region_4RT.rt	TotalRT	ComprehensionRT.keys	ReferentChoice	ComprehensionRT.rt	Memory_ComprehensionRT.keys	Memory_ComprehensionRT.corr	Memory_ComprehensionRT.rt	Region_5RT.rt	Region_6RT.rt	Region_7RT.rt	expName	session	participant	WMC
65	q	321	5	Filler	NA	NA	MatchMMLow	6.252333879	0.418942928	0.302412987	0.618846178	8.849060058	1	Obj	1.818670988	q	1	7.735821962	0.368927956	0.352198124	0.535398006	List5	1	P590	20
66	q	331	5	Filler	NA	NA	MatchFF	3.168916941	0.568852901	0.43551302	0.702039003	7.132116079	2	Sub	1.550446987	q	1	5.352436066	0.518836021	0.985632181	0.752326012	List5	1	P590	20
67	space	316	5	Exp	No	Low	NoLow	0.468789101	0.602324009	0.468739033	0.817173004	4.213601113	2	Sub	2.452080965	space	1	0.735305071	0.535408974	0.485583067	0.835583925	List5	1	P590	20
68	space	359	5	Filler	NA	NA	NeutralFN	0.368711948	0.485680103	0.485599995	0.852365971	3.982144833	1	Obj	2.20098114	space	1	0.818767071	0.602279902	0.785537958	0.401968956	List5	1	P590	20
69	q	333	5	Filler	NA	NA	MismatchMFLow	2.352240086	0.885168076	0.402203083	0.402154922	5.531051398	2	Sub	1.251250029	q	1	4.202216148	0.585525036	0.451827049	0.451933146	List5	1	P590	20
70	q	302	5	Exp	One	High	OneHigh	10.43565607	0.335608959	0.235305786	0.651959181	19.51537871	1	Obj	2.666252851	q	1	11.66935802	0.385496855	0.335460901	7.135890961	List5	1	P590	20
71	space	346	5	Filler	NA	NA	MismatchFM	3.085709095	0.46878314	0.518985987	0.735678911	7.365281105	1	Obj	4.335221052	space	1	0.702292204	0.418571949	0.402036905	1.735515118	List5	1	P590	20
72	p	343	5	Filler	NA	NA	MismatchFM	0.552153111	0.485421896	0.768718004	0.952109098	4.214488983	2	Sub	0.985440016	p	1	10.05232406	0.41869998	0.418751955	0.618634939	List5	1	P590	20
1	space	340	5	Filler	NA	NA	MismatchFMLow	1.802005053	1.385377169	1.202327013	1.16877985	10.04793215	2	Obj	2.568946838	space	1	1.068697214	1.285331964	1.335458994	1.868652105	List5	1	P916	10
2	space	323	5	Filler	NA	NA	MatchMM	1.802376032	1.368583918	1.252369881	1.935600996	11.63190675	2	Obj	3.018727064	space	1	1.28538394	1.585459948	1.11876893	2.568747044	List5	1	P916	10
3	space	299	5	Exp	One	Low	OneLow	1.600300074	1.885706902	1.068650007	1.368806124	9.979622365	1	Sub	2.668232918	space	1	1.268682003	1.002108097	1.051983118	2.002068043	List5	1	P916	10
4	space	341	5	Filler	NA	NA	MismatchFMLow	1.152122974	1.435618877	1.202063084	1.168648005	8.381205559	1	Sub	2.002087832	space	1	0.985646009	1.13505888	0.969056845	1.318636894	List5	1	P916	10
5	space	305	5	Exp	One	Low	OneLow	1.302119017	1.752056837	1.252217054	1.085230112	9.181002855	2	Obj	3.568861008	space	1	1.017146826	1.168586969	1.152123928	1.468668938	List5	1	P916	10
6	space	342	5	Filler	NA	NA	MismatchFMLow	1.185576916	1.585883856	0.91902709	0.985502958	8.866341829	2	Obj	1.868143082	space	1	1.033661127	1.185787916	1.285583019	1.718980074	List5	1	P916	10
7	p	309	5	Exp	Amb	High	AmbHigh	2.835532904	1.318651915	1.268835068	1.218680143	10.14829898	2	Obj	3.551301003	p	1	4.385462999	1.06861186	1.068907976	1.369079113	List5	1	P916	10
8	space	336	5	Filler	NA	NA	MismatchMF	1.118628025	1.068639994	0.968603134	1.035408974	7.762867452	2	Obj	2.002327919	space	1	1.068912983	0.852547169	0.835347176	1.88369298	List5	1	P916	10
9	q	291	5	Exp	Amb	High	AmbHigh	0.818849087	1.052108049	1.385280132	1.085602045	9.413367271	1	Sub	2.935138941	q	1	5.002204895	0.868643045	0.817190886	3.385694027	List5	1	P916	10
10	space	330	5	Filler	NA	NA	MatchFF	1.135537863	0.985306978	0.735301018	0.968804836	6.631249904	2	Obj	2.101976871	space	1	0.952499866	0.918977022	0.701943159	1.185379028	List5	1	P916	10
11	space	293	5	Exp	One	Low	OneLow	0.751944065	1.385451078	1.018634081	1.052289963	7.448214292	1	Sub	1.918995857	space	1	0.868676901	0.568989038	1.068758011	1.602148056	List5	1	P916	10
12	space	334	5	Filler	NA	NA	MismatchMFLow	0.735659122	1.902115107	0.91860795	1.435415983	7.398356199	2	Obj	1.35092783	space	1	0.71889782	0.58554101	0.785639048	1.035377979	List5	1	P916	10
13	space	292	5	Exp	No	Low	NoLow	0.78550601	1.185428858	0.868833065	0.868891001	6.897901058	2	Obj	2.101522923	space	1	1.019011021	0.851891994	0.918586016	1.418764114	List5	1	P916	10
14	p	327	5	Filler	NA	NA	MatchFFLow	0.718729973	1.102095127	0.702145815	1.635312796	7.181061507	2	Obj	1.585417032	p	1	3.952085018	0.835367918	0.80199194	1.385417938	List5	1	P916	10
15	space	318	5	Exp	Amb	Low	AmbLow	0.95204401	0.785511017	0.70203805	1.602092028	6.831224204	2	Obj	5.335503101	space	1	0.968890905	1.452124119	0.535396099	0.802018881	List5	1	P916	10
16	q	344	5	Filler	NA	NA	MismatchFM	0.78538394	0.668883085	0.535396814	0.83552289	4.881836891	2	Obj	1.685729027	p	0	7.002329826	0.518848181	0.585407019	0.952394962	List5	1	P916	10
17	p	351	5	Filler	NA	NA	NeutralMN	0.085288048	1.135672092	0.41877985	0.685442925	4.681785823	1	Sub	1.284254074	p	1	6.368911028	0.718885899	0.785418034	0.852298975	List5	1	P916	10
18	p	301	5	Exp	No	High	NoHigh	1.052141905	0.602066994	0.601963997	1.152005911	6.547667981	1	Sub	5.035641909	p	1	4.318691969	0.585246086	0.885399103	1.668843985	List5	1	P916	10
19	q	332	5	Filler	NA	NA	MatchFF	0.668798923	0.935353994	0.902282953	1.535366058	6.932121036	2	Obj	1.734026909	q	1	4.852357864	0.618889093	1.069395065	1.20203495	List5	1	P916	10
20	space	294	5	Exp	Amb	Low	AmbLow	1.4521029	1.618916988	0.452085972	0.468727112	8.248241902	2	Obj	3.78541708	space	1	0.868808031	0.635370016	0.685384035	2.935654879	List5	1	P916	10
21	q	319	5	Filler	NA	NA	MatchMMLow	0.68373394	0.668937922	0.735738993	0.868633986	5.763516665	1	Sub	1.417718172	p	0	4.702162027	0.652148962	0.502037048	1.652285814	List5	1	P916	10
22	p	290	5	Exp	One	High	OneHigh	0.835324049	0.518831015	0.535554886	0.968625069	4.979405166	1	Sub	2.702065945	q	0	3.302222013	0.518676043	1.152070045	0.450324059	List5	1	P916	10
23	q	350	5	Filler	NA	NA	NeutralMN	0.552214146	0.452269793	0.685457945	0.519021034	4.198934794	2	Obj	1.419451952	p	0	4.618568897	0.485690832	0.668965101	0.835315943	List5	1	P916	10
24	q	315	5	Exp	Amb	High	AmbHigh	0.568803072	0.485433102	0.485337973	0.768817902	5.579766037	1	Sub	2.552240133	q	1	3.718600988	0.417093039	0.701894045	2.152386904	List5	1	P916	10
25	q	345	5	Filler	NA	NA	MismatchFM	0.602104902	0.735555172	0.402015924	0.535596132	4.748415231	1	Sub	1.367918015	q	1	4.435566187	0.51858902	0.769041061	1.18551302	List5	1	P916	10
26	q	308	5	Exp	One	High	OneHigh	0.518866062	0.751886129	0.685754061	1.152425051	6.148269177	1	Sub	1.935348034	q	1	8.052448034	0.535470963	1.201957941	1.30190897	List5	1	P916	10
27	space	329	5	Filler	NA	NA	MatchFF	0.735365152	0.485548019	0.468647957	0.685371161	4.56503129	1	Sub	1.335664034	space	1	0.851919889	0.502682924	0.785248995	0.902167082	List5	1	P916	10
28	space	306	5	Exp	Amb	Low	AmbLow	0.618986845	0.702028036	0.535399199	1.05201602	5.681391002	2	Obj	2.049432993	space	1	0.885581017	0.602147818	0.685398102	1.485414982	List5	1	P916	10
29	q	355	5	Filler	NA	NA	NeutralFNLow	0.669059038	1.185398817	0.485055923	0.702286005	4.781978606	1	Sub	1.203264952	p	0	4.233835936	0.385597944	0.36904788	0.985532999	List5	1	P916	10
30	p	303	5	Exp	Amb	High	AmbHigh	0.635515928	0.5354352	1.485590935	0.635380983	5.664931058	2	Obj	1.551827192	q	0	3.03550601	0.452044964	0.552083015	1.368880033	List5	1	P916	10
31	p	338	5	Filler	NA	NA	MismatchMF	1.21899581	0.635294914	0.48526597	0.718708992	5.647947788	2	Obj	1.301640987	q	0	4.018935204	0.685424089	0.602210999	1.302047014	List5	1	P916	10
32	q	307	5	Exp	No	High	NoHigh	0.452199936	0.552327156	0.518928051	0.785823822	5.430553914	2	Obj	1.435739994	p	0	5.235767841	0.452311993	1.468616009	1.200346947	List5	1	P916	10
33	space	347	5	Filler	NA	NA	NeutralMN	0.635291815	0.535218954	0.501961946	0.735383987	6.214346885	1	Sub	1.668715	space	1	0.819054127	0.802382946	0.56874609	2.435361147	List5	1	P916	10
34	p	314	5	Exp	One	High	OneHigh	0.802242994	0.602015972	0.602339983	1.102291107	6.248634099	1	Sub	1.868505955	q	0	4.868881941	0.96874094	0.618896961	1.552106142	List5	1	P916	10
35	p	356	5	Filler	NA	NA	NeutralFNLow	0.602159023	0.502053022	0.451925993	0.635324001	5.780944346	2	Obj	1.30112195	q	0	5.218683958	0.435355186	1.085317135	2.068809986	List5	1	P916	10
36	q	313	5	Exp	No	High	NoHigh	0.618915081	0.468628168	0.785650015	0.568523169	4.346362353	2	Obj	1.285578012	p	0	3.985402822	0.668828964	0.417051077	0.818765879	List5	1	P916	10
37	space	348	5	Filler	NA	NA	NeutralMN	1.102067947	0.951976776	0.752238989	0.88360405	5.644358634	1	Obj	1.168824911	space	1	0.819127798	0.652179956	0.501959085	0.800331831	List5	1	P916	10
38	space	317	5	Exp	One	Low	OneLow	0.618792057	0.535287857	0.485496998	0.635558128	4.581495047	1	Obj	1.585231066	space	1	1.168726921	0.618885994	0.718811989	0.968662024	List5	1	P916	10
39	space	324	5	Filler	NA	NA	MatchMM	0.568758011	0.518877029	0.718677044	0.55201602	3.997380256	2	Sub	1.268129826	space	1	0.868804932	0.401785135	0.468704939	0.768562078	List5	1	P916	10
40	p	289	5	Exp	No	High	NoHigh	0.585413933	0.485620022	0.452246904	0.685832977	4.031758069	2	Sub	2.751546144	q	0	7.185817957	0.485358953	0.668614149	0.668671131	List5	1	P916	10
41	p	349	5	Filler	NA	NA	NeutralMN	0.635547876	0.568754911	0.602041006	0.702203989	4.296772956	2	Sub	1.316409111	p	1	4.452301025	0.435754061	0.516937017	0.835534096	List5	1	P916	10
42	space	310	5	Exp	No	Low	NoLow	0.751869917	0.552166224	0.535723209	0.93520999	5.081453324	2	Sub	1.36834383	space	1	0.952253103	1.219064951	0.435512066	0.651906967	List5	1	P916	10
43	space	322	5	Filler	NA	NA	MatchMM	0.902421951	0.585232019	0.685474873	0.768707991	4.483072758	2	Sub	1.118965149	space	1	0.768762827	0.435740948	0.570015907	0.535479069	List5	1	P916	10
44	space	300	5	Exp	Amb	Low	AmbLow	0.568842173	1.168795109	0.818759918	1.168612003	5.798308134	2	Sub	1.883311987	space	1	0.985375881	0.652265787	0.702052116	0.718981028	List5	1	P916	10
45	q	337	5	Filler	NA	NA	MismatchMF	0.600310087	0.583582878	0.835404873	0.752166033	4.694498063	2	Sub	1.168715954	p	0	2.452342033	0.468919039	0.518723965	0.935391188	List5	1	P916	10
46	p	325	5	Filler	NA	NA	MatchMM	0.585242987	0.568708181	0.452329874	0.651917934	4.447892188	1	Obj	1.216927052	q	0	4.052360058	0.618710041	0.835528135	0.735455036	List5	1	P916	10
47	q	326	5	Filler	NA	NA	MatchFFLow	0.468805075	0.518853188	0.48335886	0.801963091	3.879369498	2	Sub	1.050750971	q	1	4.635550022	0.40201211	0.435418129	0.768959045	List5	1	P916	10
48	space	352	5	Filler	NA	NA	NeutralMN	0.768710852	0.818660975	0.601953983	0.652194023	4.314776897	1	Obj	1.034110069	space	1	0.785361052	0.418782949	0.435979128	0.618494987	List5	1	P916	10
49	p	357	5	Filler	NA	NA	NeutralFN	0.952085018	0.601977825	0.518905878	0.468702793	4.130773783	2	Sub	1.185505867	q	0	4.000435114	0.535554171	0.485038996	0.568509102	List5	1	P916	10
50	space	335	5	Filler	NA	NA	MismatchMFLow	0.952339888	0.635280132	0.418767214	0.568727016	4.214865208	2	Sub	0.849746943	space	1	0.752072096	0.768690825	0.369078159	0.501981974	List5	1	P916	10
51	p	339	5	Filler	NA	NA	MismatchMF	0.802577019	0.718717813	0.452021122	0.418597937	3.664562941	3	None	2.168957949	q	0	3.783312082	0.418617964	0.401899099	0.452131987	List5	1	P916	10
52	space	358	5	Filler	NA	NA	NeutralFN	0.719045877	0.41892004	0.335627079	0.51870203	3.496789216	1	Obj	1.100779057	space	1	0.78579998	0.433605909	0.468618155	0.602270126	List5	1	P916	10
53	p	297	5	Exp	Amb	High	AmbHigh	0.702076912	0.468752861	0.452322006	0.402183056	3.314924717	2	Sub	2.601912975	p	1	2.568891048	0.435261011	0.435364008	0.418964863	List5	1	P916	10
54	p	320	5	Filler	NA	NA	MatchMMLow	0.518707037	0.552094936	0.43541193	0.485603094	3.332198619	3	None	3.702153921	q	0	3.068724871	0.535660982	0.369125843	0.435594797	List5	1	P916	10
55	p	296	5	Exp	One	High	OneHigh	0.585541964	0.685294151	0.518646002	0.435420036	4.198084117	1	Obj	3.568843126	p	1	3.635325909	0.469060898	0.468912125	1.035208941	List5	1	P916	10
56	space	328	5	Filler	NA	NA	MatchFFLow	0.852170944	0.60208106	0.400354862	1.018847942	4.796110868	1	Obj	2.018012047	space	1	0.985643864	0.868649006	0.602076054	0.451931	List5	1	P916	10
57	space	312	5	Exp	Amb	Low	AmbLow	0.902426004	0.50209403	0.518774986	1.168787003	4.698254108	1	Obj	5.100227118	space	1	0.818949938	0.452157021	0.402079105	0.751935959	List5	1	P916	10
58	space	304	5	Exp	No	Low	NoLow	1.168766975	0.985378981	0.551985025	0.668754816	5.731331586	3	None	3.001704931	space	1	0.652038813	0.601997852	0.735453844	1.018994093	List5	1	P916	10
59	space	354	5	Filler	NA	NA	NeutralFNLow	0.668664932	0.685564041	0.601975203	0.785377979	4.264328479	1	Obj	1.269006014	space	1	0.902127028	0.435613155	0.451776981	0.635356188	List5	1	P916	10
60	q	295	5	Exp	No	High	NoHigh	0.869150877	0.71875	0.452354908	0.535528898	4.38223648	1	Obj	1.500196934	p	0	3.635380983	0.56852293	0.435753822	0.802175045	List5	1	P916	10
61	space	360	5	Filler	NA	NA	NeutralFN	0.935744047	0.535504103	0.518600941	0.635187864	4.777663947	1	Obj	1.235682011	space	1	1.002176046	0.583585024	0.585350037	0.983691931	List5	1	P916	10
62	space	298	5	Exp	No	Low	NoLow	0.802043915	0.418769121	0.402149916	0.668697834	5.014475585	2	Sub	2.067639112	space	1	0.885302067	0.618775845	0.635368109	1.468670845	List5	1	P916	10
63	space	353	5	Filler	NA	NA	NeutralMN	0.702018976	0.569013119	0.502011776	0.485625029	3.831665278	2	Sub	1.268704891	space	1	0.819010973	0.518724203	0.535484076	0.518788099	List5	1	P916	10
64	space	311	5	Exp	One	Low	OneLow	0.668863058	0.802260876	0.835763931	0.735529184	4.513646364	1	Obj	3.085597038	space	1	1.052187204	0.56698513	0.402233124	0.502011061	List5	1	P916	10
65	q	321	5	Filler	NA	NA	MatchMMLow	0.468901157	0.418765068	0.385405064	0.419058084	3.69887042	1	Obj	1.40169096	p	0	3.052318096	0.502154112	0.468997955	1.03558898	List5	1	P916	10
66	q	331	5	Filler	NA	NA	MatchFF	0.635751963	0.502043962	0.469076872	0.551939964	3.831851482	2	Sub	0.867424011	q	1	3.852242947	0.501871824	0.552376032	0.618790865	List5	1	P916	10
67	space	316	5	Exp	No	Low	NoLow	0.818586826	0.635283947	0.502024889	0.78530097	5.329668283	2	Sub	5.335318089	space	1	1.035277843	0.452274799	0.635618925	1.500577927	List5	1	P916	10
68	space	359	5	Filler	NA	NA	NeutralFN	0.752081871	0.60213995	0.568959951	0.485291958	4.098234892	2	Sub	0.750936031	space	1	0.81858182	0.452099085	0.518772125	0.718889952	List5	1	P916	10
69	q	333	5	Filler	NA	NA	MismatchMFLow	0.852098942	0.41694808	0.452158928	0.485267162	3.812796116	2	Sub	1.034358978	q	1	2.202394962	0.418996096	0.401818991	0.785507917	List5	1	P916	10
70	q	302	5	Exp	One	High	OneHigh	0.535359859	0.368876934	0.368913174	0.383589983	3.246326923	1	Obj	1.947673082	q	1	2.968805075	0.335187912	0.4853971	0.769001961	List5	1	P916	10
71	space	346	5	Filler	NA	NA	MismatchFM	0.952401161	0.60189414	0.60215807	0.719061136	4.09877777	1	Obj	1.051734924	space	1	0.702288866	0.352086067	0.368746042	0.502431154	List5	1	P916	10
72	p	343	5	Filler	NA	NA	MismatchFM	0.685423851	0.418881893	0.502034187	0.502064943	3.231477022	2	Sub	0.902013063	q	0	4.152201891	0.368690968	0.385482073	0.368899107	List5	1	P916	10
1	space	340	5	Filler	NA	NA	MismatchFMLow	1.068791866	0.569289923	0.602596998	0.619000912	4.600283623	2	Obj	2.535349131	space	1	1.13557601	0.652279854	0.469280958	0.619043112	List5	1	P975	60
2	space	323	5	Filler	NA	NA	MatchMM	0.952488899	0.533748865	0.452290058	0.619133949	4.148147821	2	Obj	2.335705042	space	1	1.685450077	0.535898209	0.4354918	0.619096041	List5	1	P975	60
3	space	299	5	Exp	One	Low	OneLow	0.018861055	2.802391052	0.485949039	0.502255917	5.450361013	1	Sub	3.117765903	space	1	1.752305031	0.485909939	0.535600901	0.61939311	List5	1	P975	60
4	space	341	5	Filler	NA	NA	MismatchFMLow	1.1523211	0.918889046	0.685689211	1.602610111	7.432819367	1	Sub	2.169002056	space	1	1.433779001	1.518944979	0.652137995	0.902226925	List5	1	P975	60
5	space	305	5	Exp	One	Low	OneLow	1.118909121	0.552338839	0.602447987	0.585726023	4.816298963	2	Obj	1.735416889	space	1	1.385703087	0.602201939	0.602540016	0.752135038	List5	1	P975	60
6	space	342	5	Filler	NA	NA	MismatchFMLow	0.702181101	0.652228117	0.568920851	0.602277994	6.865899802	2	Obj	2.251413107	space	1	1.068972111	0.618912935	0.568916798	3.152462006	List5	1	P975	60
7	p	309	5	Exp	Amb	High	AmbHigh	0.78571105	0.568823099	0.469244003	0.585860014	4.066579818	1	Sub	4.984567165	p	1	12.40265107	0.435746908	0.385593891	0.835600853	List5	1	P975	60
8	space	336	5	Filler	NA	NA	MismatchMF	0.152738094	1.169085979	0.569046021	0.702194929	4.049561977	2	Obj	2.11887002	space	1	1.052438021	0.485486984	0.385581017	0.585428953	List5	1	P975	60
9	q	291	5	Exp	Amb	High	AmbHigh	0.818933964	0.685617924	0.585441113	0.58562994	4.632189037	2	Obj	10.65223503	q	1	6.419135809	0.602210045	0.535527945	0.818828106	List5	1	P975	60
10	space	330	5	Filler	NA	NA	MatchFF	0.119114876	1.002420187	0.402192831	1.285699844	4.748319625	2	Obj	2.25267005	space	1	1.635725975	1.035742998	0.352754831	0.550394058	List5	1	P975	60
11	space	293	5	Exp	One	Low	OneLow	0.535501003	0.568902969	0.685678959	0.669044971	4.199142694	1	Sub	3.351596117	space	1	1.100394011	0.635582924	0.518823862	0.585608006	List5	1	P975	60
12	space	334	5	Filler	NA	NA	MismatchMFLow	0.635637045	0.535845041	0.468969822	0.836086988	3.981329918	2	Obj	2.100960016	space	1	0.736042023	0.502332926	0.450287104	0.552170992	List5	1	P975	60
13	space	292	5	Exp	No	Low	NoLow	0.852494001	0.552126884	0.552245855	0.502611876	5.45013666	2	Obj	3.751115084	space	1	3.319102049	0.702221155	0.635854959	1.65258193	List5	1	P975	60
14	p	327	5	Filler	NA	NA	MatchFFLow	0.236032009	0.852126837	0.402326107	0.568967104	3.466238499	2	Obj	2.019040823	p	1	4.902457953	0.435511112	0.368965149	0.602310181	List5	1	P975	60
15	space	318	5	Exp	Amb	Low	AmbLow	0.651762009	0.585838079	0.63570118	0.552639961	4.316138268	1	Sub	6.036170006	space	1	1.952559948	0.53562808	0.768913031	0.585655928	List5	1	P975	60
16	q	344	5	Filler	NA	NA	MismatchFM	0.133730888	0.669002056	0.502290964	1.252221107	4.130815266	2	Obj	2.152071953	p	0	4.586009979	0.702242136	0.45217514	0.419152975	List5	1	P975	60
17	p	351	5	Filler	NA	NA	NeutralMN	0.602337122	0.385586977	0.385663033	0.485458851	3.245652677	1	Sub	1.919129133	p	1	7.169235229	0.417161942	0.452329874	0.517114878	List5	1	P975	60
18	p	301	5	Exp	No	High	NoHigh	0.569036007	0.419022083	0.368892908	0.502511024	3.600296735	3	None	18.65291095	p	1	7.719274998	0.569106817	0.419324875	0.752403021	List5	1	P975	60
19	q	332	5	Filler	NA	NA	MatchFF	0.702383041	0.418946981	0.502340078	0.469072819	3.699345111	2	Obj	3.350067854	q	1	10.85288811	0.468864918	0.435547113	0.702190161	List5	1	P975	60
20	space	294	5	Exp	Amb	Low	AmbLow	0.652132034	0.552165985	0.485628128	0.485511065	3.682504416	2	Obj	6.419275045	space	1	1.102588892	0.469153166	0.435710907	0.602203131	List5	1	P975	60
21	q	319	5	Filler	NA	NA	MatchMMLow	0.468996048	0.685661793	0.419062853	0.519114971	3.599654437	1	Sub	1.867736101	q	1	3.819051981	0.485773802	0.369107962	0.651937008	List5	1	P975	60
22	p	290	5	Exp	One	High	OneHigh	0.519325018	0.435909986	0.435484171	0.466990948	3.128973245	1	Sub	2.652451992	p	1	4.219537973	0.383577108	0.385461092	0.502224922	List5	1	P975	60
23	q	350	5	Filler	NA	NA	NeutralMN	0.885673046	0.402245998	0.368848801	0.385694981	3.463999748	2	Obj	1.952381849	p	0	5.002471924	0.468893051	0.418870926	0.533772945	List5	1	P975	60
24	q	315	5	Exp	Amb	High	AmbHigh	0.602449894	0.435879946	0.368947029	0.41899991	3.399859666	1	Sub	10.50029993	p	0	6.119158983	0.485708952	0.385592937	0.702280998	List5	1	P975	60
25	q	345	5	Filler	NA	NA	MismatchFM	0.735728025	0.519026995	0.385978222	0.469228983	3.583865165	1	Sub	2.467378855	q	1	5.052493095	0.435726166	0.402362823	0.635813951	List5	1	P975	60
26	q	308	5	Exp	One	High	OneHigh	0.569032907	0.368891954	0.385754108	0.467019081	3.247381923	1	Sub	2.968531132	p	0	5.33586812	0.352202892	0.468888044	0.635592937	List5	1	P975	60
27	space	329	5	Filler	NA	NA	MatchFF	0.652151108	0.418931961	0.385544062	0.503922939	3.251252175	1	Sub	8.502583981	space	1	0.869064093	0.452651024	0.402569056	0.435482025	List5	1	P975	60
28	space	306	5	Exp	Amb	Low	AmbLow	0.518957138	0.41902113	0.368824005	0.486203194	4.898088217	2	Obj	4.632937908	space	1	1.352388859	0.43590188	0.435539007	2.233641863	List5	1	P975	60
29	q	355	5	Filler	NA	NA	NeutralFNLow	0.619441986	0.36938405	0.386011839	0.418781996	3.30081153	1	Sub	2.219022989	q	1	6.936192989	0.468999863	0.468860865	0.569330931	List5	1	P975	60
30	p	303	5	Exp	Amb	High	AmbHigh	0.452359915	0.602421999	0.452480078	0.469063997	3.466903925	2	Obj	2.701977015	q	0	5.33584404	0.519234896	0.419081926	0.552261114	List5	1	P975	60
31	p	338	5	Filler	NA	NA	MismatchMF	0.369326115	0.385930061	0.402523994	0.4689219	2.832054376	2	Obj	2.117057085	p	1	4.469520092	0.400426149	0.385479212	0.419446945	List5	1	P975	60
32	q	307	5	Exp	No	High	NoHigh	0.502413988	0.452263832	0.435909986	0.502285004	3.716874599	2	Obj	14.78528094	p	0	3.935881853	0.385639906	0.385797977	1.052563906	List5	1	P975	60
33	space	347	5	Filler	NA	NA	NeutralMN	0.70233202	0.552360058	0.402433872	0.568969011	3.466453791	1	Sub	2.916995049	space	1	1.168850183	0.419008017	0.369161844	0.452188969	List5	1	P975	60
34	p	314	5	Exp	One	High	OneHigh	0.502315044	0.452152967	0.436016798	0.468958855	3.450117587	1	Sub	2.918058872	p	1	6.269197941	0.502614975	0.435839891	0.652219057	List5	1	P975	60
35	p	356	5	Filler	NA	NA	NeutralFNLow	1.052339792	0.485669851	0.65229702	0.518958092	5.249370813	2	Obj	2.968077898	p	1	4.352020979	0.53559804	0.485669136	1.518838882	List5	1	P975	60
36	q	313	5	Exp	No	High	NoHigh	0.102375984	0.885741949	0.569066048	0.519050121	3.798167944	2	Obj	15.3195529	q	1	9.702772856	0.583790064	0.48571682	0.652426958	List5	1	P975	60
37	space	348	5	Filler	NA	NA	NeutralMN	0.052237988	0.952351809	0.585710049	0.51902318	3.733193161	1	Obj	2.200358152	space	1	0.918908119	0.569081068	0.452378035	0.602411032	List5	1	P975	60
38	space	317	5	Exp	One	Low	OneLow	0.88558507	0.735571146	0.635625124	0.769248962	5.082837105	1	Obj	1.701813936	space	1	1.235617876	0.535483837	0.602396965	0.918926001	List5	1	P975	60
39	space	324	5	Filler	NA	NA	MatchMM	0.802381039	0.502220869	0.552429914	0.668921947	4.399586916	2	Sub	1.717643023	space	1	0.819166899	0.452172041	0.702460051	0.719001055	List5	1	P975	60
40	p	289	5	Exp	No	High	NoHigh	0.669059992	0.485848188	0.418899059	0.402230024	3.414964913	3	None	1.368921041	p	1	3.385705948	0.485723972	0.419413805	0.533789873	List5	1	P975	60
41	p	349	5	Filler	NA	NA	NeutralMN	0.585660934	0.503277779	0.452286959	0.452583075	5.117160798	2	Sub	2.399325132	p	1	3.402833939	0.452281952	0.518735886	2.152334213	List5	1	P975	60
42	space	310	5	Exp	No	Low	NoLow	0.618912935	0.452121973	0.352295876	0.435662985	3.416293621	3	None	1.434470892	space	1	1.102319956	0.669075012	0.402265787	0.485959053	List5	1	P975	60
43	space	322	5	Filler	NA	NA	MatchMM	0.985718966	0.435701847	0.469006062	0.533667803	3.778778792	2	Sub	2.152100086	space	1	0.968839884	0.400308847	0.418903112	0.535472155	List5	1	P975	60
44	space	300	5	Exp	Amb	Low	AmbLow	0.51889205	0.400271177	0.385298967	0.585451126	3.396715163	2	Sub	5.117992878	space	1	0.769208908	0.385479927	0.452413797	0.668908119	List5	1	P975	60
45	q	337	5	Filler	NA	NA	MismatchMF	0.452237844	0.435606003	0.400403976	0.402383089	2.847935914	2	Sub	1.502235889	p	0	2.319142103	0.419275999	0.352436781	0.385592222	List5	1	P975	60
46	p	325	5	Filler	NA	NA	MatchMM	0.369133949	0.418927193	0.369279861	0.46886301	2.883141278	1	Obj	1.86674881	p	1	4.319324017	0.402338028	0.385652065	0.468947172	List5	1	P975	60
47	q	326	5	Filler	NA	NA	MatchFFLow	0.702264071	0.369086981	0.36884594	0.352571011	3.133272173	2	Sub	1.500058889	p	0	4.019200087	0.418971062	0.385616064	0.535917044	List5	1	P975	60
48	space	352	5	Filler	NA	NA	NeutralMN	0.618788958	0.435736895	0.369246006	0.369043112	2.933171749	1	Obj	2.317342043	space	1	1.018992901	0.335665941	0.369001865	0.435688972	List5	1	P975	60
49	p	357	5	Filler	NA	NA	NeutralFN	0.486020088	0.335549116	0.352212906	0.400448084	2.598183392	2	Sub	2.385607004	p	1	3.869033098	0.319002151	0.302591085	0.402359962	List5	1	P975	60
50	space	335	5	Filler	NA	NA	MismatchMFLow	0.56909585	0.352301121	0.335626125	0.319163799	2.717266082	2	Sub	2.032473803	space	1	0.935602903	0.352655172	0.352859974	0.435564041	List5	1	P975	60
51	p	339	5	Filler	NA	NA	MismatchMF	0.152344942	0.552366018	0.535588026	0.319266081	2.700062274	2	Sub	1.768452883	p	1	2.88558507	0.402527094	0.335646152	0.402323961	List5	1	P975	60
52	space	358	5	Filler	NA	NA	NeutralFN	0.535601854	0.41899991	0.719127893	0.568876028	3.399541854	1	Obj	1.517405987	space	1	1.068979025	0.402276039	0.35235405	0.40230608	List5	1	P975	60
